,Biden_2020,Total_2020,Other_2020,Perc_Other_2020,Perc_Biden_2020,age_over_18_2019,age_over_65_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,households_speak_limited_english_2019,hs_grad_2019,median_age_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,Winner_2020
801,2440,8155,146,0.017903126916002488,0.299202942979767,77.0,19.4,0.5,2.74,19.5,0.2,1.7,0.1,91.5,44.0,0.2,0.1,0.0,32443,14089,1.4,1.6,3.9,9.5,97.5,96.2,Trump
802,3275,9982,200,0.020036064916850393,0.3280905630134241,78.1,18.4,2.6,2.82,19.6,2.2,4.9,1.0,92.6,39.7,0.2,0.7,0.0,26408,19941,2.6,4.8,3.2,9.6,91.6,88.0,Trump
803,1772,4958,59,0.011899959661153647,0.3574021782977007,74.6,20.2,0.4,2.99,15.8,0.3,1.6,1.0,90.9,41.5,0.0,0.0,0.0,29032,9226,1.1,1.8,6.0,9.1,98.1,96.5,Trump
804,1442,5327,66,0.012389712783930862,0.2706964520367937,76.7,20.8,0.3,2.85,21.2,0.4,4.4,1.7,92.8,42.9,0.3,0.4,0.0,30480,9554,1.2,3.8,3.8,9.1,97.3,93.4,Trump
805,917,3849,52,0.013510002598077442,0.2382436996622499,76.5,21.9,0.2,2.8,18.6,0.7,2.4,0.1,93.2,43.7,0.6,0.4,0.0,33789,6901,0.8,1.8,3.5,8.4,97.3,95.3,Trump
806,3547,9742,186,0.019092588790802667,0.364093615274071,77.0,18.4,0.5,2.78,18.8,0.9,2.9,0.7,93.8,41.7,0.1,0.5,0.0,33755,16189,1.3,1.6,3.7,7.7,96.8,95.0,Trump
807,4029,11135,166,0.014907947911989239,0.3618320610687023,77.8,20.4,0.4,2.82,19.2,0.5,1.5,0.2,92.6,44.3,0.0,0.1,0.9,29660,19401,1.3,3.1,4.4,8.8,96.8,95.5,Trump
808,7737,20184,363,0.0179845422116528,0.3833234244946492,77.6,18.9,0.5,2.88,18.8,2.0,2.3,1.0,93.9,42.1,0.2,0.3,0.0,28604,36971,1.7,3.1,3.0,8.3,95.3,93.5,Trump
809,4319,8959,197,0.021989061279160615,0.4820850541355062,84.2,21.6,4.4,3.19,31.5,7.2,3.0,1.5,93.2,42.9,0.0,1.4,0.0,28611,18148,3.8,6.9,4.6,10.0,83.2,80.5,Trump
810,59177,83851,1749,0.02085842744868871,0.7057399434711572,79.9,11.3,6.2,2.98,52.8,7.3,5.6,4.7,94.9,30.3,0.2,2.2,0.1,35108,148577,2.3,3.0,5.6,4.3,81.7,78.4,Biden
811,4213,10989,204,0.01856401856401857,0.3833833833833834,78.6,20.2,1.0,2.96,19.5,2.1,2.0,0.9,92.3,43.1,0.1,0.0,0.0,29453,20559,1.4,2.9,3.1,10.0,95.4,93.9,Trump
812,1414,5303,92,0.017348670563831825,0.2666415236658495,77.2,21.5,0.3,2.86,18.3,0.5,1.7,0.4,92.9,43.7,0.2,0.4,0.0,29957,10188,1.2,4.7,2.8,8.8,97.5,96.4,Trump
813,2696,9090,119,0.013091309130913165,0.2965896589658965,78.0,23.1,0.6,2.73,17.5,0.8,2.7,0.5,93.9,45.5,0.4,0.5,0.0,31225,14978,1.1,2.9,4.9,10.0,96.7,94.8,Trump
814,6541,16734,420,0.02509860164933675,0.390880841400741,78.2,19.9,0.6,2.83,16.4,2.8,3.6,0.3,93.0,43.1,0.2,0.5,0.0,26710,34227,2.2,6.2,3.8,9.4,93.7,90.8,Trump
815,70874,127458,3220,0.025263223963972514,0.5560576817461438,76.5,15.5,2.3,3.02,33.1,5.5,3.2,1.6,94.5,37.7,0.2,0.8,0.1,34545,223861,3.1,3.5,3.7,8.1,88.0,85.8,Biden
816,1726,5332,106,0.01987996999249808,0.3237059264816204,77.4,18.3,3.4,3.1,14.9,1.1,15.8,6.4,84.1,41.9,0.9,3.4,0.0,29021,11178,0.9,3.6,5.1,6.5,90.3,78.1,Trump
817,1284,4630,59,0.012742980561555095,0.2773218142548596,76.8,21.4,0.0,2.77,17.0,0.1,2.0,1.1,92.1,44.2,0.0,0.4,0.0,31069,8583,0.4,2.9,5.2,8.5,99.1,97.5,Trump
818,1067,6863,89,0.012968089756666301,0.1554713682063237,71.7,17.9,0.3,3.02,20.7,0.1,2.6,0.7,90.6,38.0,0.6,1.0,0.3,29124,11776,1.1,1.4,4.5,7.6,96.7,95.4,Trump
819,3134,9824,183,0.0186278501628665,0.319014657980456,75.2,17.1,1.4,2.9,24.5,0.2,2.0,1.0,94.2,40.7,0.1,0.0,0.1,35470,16012,1.1,2.8,3.3,7.1,97.0,95.3,Trump
820,2894,11404,213,0.01867765696246937,0.2537706068046299,76.0,18.1,1.5,2.91,22.0,1.4,2.2,0.5,92.2,39.3,0.3,0.0,0.2,28174,22164,1.3,3.5,4.4,6.6,95.3,93.2,Trump
821,6178,19232,391,0.020330698835274497,0.3212354409317803,76.7,17.5,1.1,2.91,28.8,1.1,1.9,0.4,93.3,39.4,0.2,0.4,0.0,30644,33172,1.4,2.1,3.3,7.7,95.8,94.6,Trump
822,8176,18136,389,0.02144905161005739,0.4508160564622849,74.8,17.7,3.7,3.13,18.8,1.3,21.9,6.5,83.8,38.7,0.3,6.6,0.0,27196,39964,2.3,4.2,5.9,9.6,85.8,70.9,Trump
823,2508,8268,175,0.021165940977261766,0.3033381712626996,76.1,18.0,0.5,3.13,24.1,0.7,3.2,0.1,92.8,42.5,0.9,0.7,0.0,34850,15034,0.8,3.5,4.1,10.3,96.4,94.1,Trump
824,2053,5822,92,0.015802129852284463,0.3526279628993473,76.6,21.7,0.5,3.0,19.0,0.3,1.5,0.0,91.8,43.6,0.5,0.4,0.0,29676,10608,1.0,1.7,6.0,9.3,97.4,96.4,Trump
825,1407,4728,73,0.01543993231810492,0.2975888324873096,79.5,24.3,0.0,2.68,15.3,0.3,2.0,0.1,92.3,46.0,1.7,0.1,0.4,29591,8730,0.9,3.2,4.9,10.1,96.5,94.6,Trump
826,1078,4088,35,0.008561643835616417,0.2636986301369863,76.4,19.6,0.1,2.91,17.4,0.0,1.0,0.0,87.7,43.0,0.0,2.3,0.0,28999,7807,0.3,3.6,4.0,8.1,97.2,96.3,Trump
827,1583,5327,85,0.015956448282335223,0.2971653838933734,77.1,20.9,0.2,2.67,18.5,0.1,3.8,1.3,90.4,44.2,0.9,2.4,0.0,29781,10053,1.8,3.9,3.5,8.1,94.6,93.7,Trump
828,9372,20671,476,0.023027429732475402,0.453388805573025,75.1,16.1,0.9,3.08,21.5,2.5,17.9,1.8,89.0,38.1,0.2,3.2,0.0,29511,42889,2.9,2.7,3.8,6.4,90.4,76.7,Trump
829,1569,7551,121,0.016024367633426073,0.2077870480731029,76.3,20.5,1.0,2.79,18.8,1.3,4.9,2.2,92.1,41.9,0.2,0.7,0.0,30564,13835,1.0,1.5,3.9,8.8,95.8,92.5,Trump
830,601,3328,37,0.011117788461538436,0.1805889423076923,76.6,21.0,0.1,2.84,17.9,1.3,8.1,2.5,88.4,44.0,0.3,2.1,0.0,30955,6052,1.7,2.8,4.5,9.0,94.5,89.1,Trump
831,2086,7528,123,0.016339001062699254,0.2770988310308183,80.1,21.6,1.0,2.9,20.2,2.0,3.5,1.1,91.5,44.1,0.5,0.4,0.1,27390,15268,2.2,4.4,4.4,8.9,93.7,91.0,Trump
832,1519,4958,69,0.013916901976603446,0.3063735377168213,76.3,21.5,0.3,2.98,25.5,2.4,2.8,2.1,92.7,41.4,0.2,0.3,0.0,28445,9003,1.0,1.6,4.6,9.5,95.8,93.3,Trump
833,3494,14188,202,0.014237383704539086,0.2462644488299971,75.0,18.1,0.7,2.84,23.2,1.0,5.2,2.2,93.1,40.0,0.5,2.3,0.0,33982,25068,1.1,1.4,5.0,9.0,94.5,91.7,Trump
834,933,3823,64,0.016740779492545155,0.2440491760397593,78.4,22.7,1.3,2.59,15.0,0.6,3.8,0.5,92.2,47.6,0.3,0.5,0.7,30013,6797,0.6,2.5,4.2,9.2,96.0,92.9,Trump
835,146250,258755,5705,0.02204788313269318,0.565206469440204,75.0,12.8,4.6,3.13,36.7,6.8,8.4,3.0,91.5,35.5,0.3,1.3,0.1,35433,479612,2.9,3.7,4.9,6.5,84.0,77.7,Biden
836,18575,45744,922,0.020155648828261707,0.4060641832808674,76.5,17.0,0.8,3.03,21.5,1.8,7.7,1.4,89.5,39.7,0.4,2.2,0.0,30318,93393,1.9,3.3,5.8,9.4,93.0,87.8,Trump
837,4306,10140,177,0.017455621301775248,0.42465483234714,80.4,20.2,2.1,2.72,26.1,1.9,3.2,0.4,93.9,40.5,0.0,0.5,0.0,31827,18388,1.6,4.2,5.7,8.3,93.9,91.6,Trump
838,709,2714,37,0.013633014001473764,0.261238025055269,75.9,24.0,1.0,2.99,21.4,0.1,2.5,0.3,92.7,44.0,0.4,2.0,0.0,28756,4964,0.7,4.1,4.1,8.3,95.9,95.4,Trump
839,1389,5535,85,0.015356820234869173,0.2509485094850948,77.7,23.2,0.5,2.72,20.0,0.7,3.1,0.6,92.8,46.1,0.0,0.6,0.0,32274,9802,0.8,2.7,4.3,8.8,97.4,94.9,Trump
840,46926,92599,1990,0.02149051285651038,0.5067657318113586,76.1,15.8,2.7,3.17,31.8,7.5,6.7,1.5,92.8,38.3,0.3,0.7,0.0,33643,172446,3.1,3.4,4.5,9.0,85.6,80.0,Biden
841,1959,6795,139,0.020456217807211186,0.2883002207505519,77.7,22.7,0.2,2.85,22.2,0.8,3.0,0.2,92.4,46.4,0.3,0.5,0.0,32703,11606,1.4,1.8,5.0,9.1,96.9,94.6,Trump
842,3019,19051,352,0.018476720382132217,0.1584693716865256,72.9,15.2,0.7,3.15,29.1,0.4,10.7,3.0,90.2,33.4,0.3,2.3,0.0,29360,34827,1.7,2.6,4.2,5.7,94.6,86.9,Trump
843,29175,51038,1523,0.02984051099181001,0.5716329009757436,83.4,11.8,8.0,2.84,51.6,2.3,3.5,3.3,97.2,26.6,0.2,0.9,0.0,29539,96941,2.5,3.5,4.5,4.7,86.1,83.8,Biden
844,3577,9048,168,0.018567639257294433,0.3953359858532272,76.0,19.5,0.5,3.02,15.8,0.9,9.8,2.0,91.3,42.6,8.4,1.3,0.0,28585,17032,1.0,3.3,6.6,8.4,87.8,80.7,Trump
845,746,3249,40,0.01231148045552477,0.2296091104955371,76.7,22.0,1.0,2.9,14.5,0.0,7.7,2.1,90.2,42.3,0.2,2.5,0.0,29778,6167,1.6,3.4,7.6,9.9,94.6,90.4,Trump
846,2061,6185,114,0.018431689571544063,0.3332255456750202,77.5,20.0,1.5,2.91,18.0,0.5,3.0,1.0,90.3,40.3,0.0,0.2,0.2,27750,12358,1.0,4.0,6.2,9.1,96.7,94.0,Trump
847,875,3791,57,0.015035610656818688,0.2308098127143234,76.7,22.1,0.5,3.05,14.4,0.7,1.6,0.6,89.2,45.4,0.0,0.3,0.0,27252,7150,1.1,4.7,11.8,9.7,97.3,96.3,Trump
848,5821,15633,296,0.01893430563551457,0.3723533550821979,77.3,17.4,1.2,2.92,18.8,3.6,10.8,2.8,88.1,39.6,0.1,5.1,0.7,26424,35141,2.0,5.6,5.8,8.8,87.3,82.2,Trump
849,12574,31039,683,0.022004574889655015,0.4051032571925642,75.2,15.5,0.7,2.96,31.9,0.5,2.8,0.3,95.4,38.3,0.1,0.7,0.3,36496,50076,1.6,2.5,2.7,8.2,96.0,94.2,Trump
850,4561,11765,233,0.01980450488737784,0.387675308117297,75.3,18.7,0.6,2.91,21.8,0.8,6.2,1.3,91.4,40.3,0.3,1.8,0.0,30547,22100,1.4,3.1,7.8,8.7,95.2,91.0,Trump
851,727,3109,44,0.014152460598263139,0.2338372467031199,74.8,21.7,0.1,2.99,12.7,0.3,1.6,0.9,87.9,43.2,0.4,0.5,0.0,25628,6429,1.6,1.6,11.2,8.3,97.2,96.1,Trump
852,6613,17822,271,0.015205925260913578,0.3710582426214791,78.7,18.0,1.4,2.84,19.9,4.7,5.0,0.3,90.5,39.0,0.3,1.2,0.0,26498,36545,1.8,3.5,5.5,8.5,90.6,87.2,Trump
853,2135,5970,128,0.021440536013400346,0.3576214405360134,78.3,20.9,1.3,2.8,21.8,1.7,4.6,1.4,92.4,41.8,0.3,0.7,0.0,28342,10534,1.1,2.7,2.3,7.4,94.9,91.5,Trump
854,5617,12064,212,0.017572944297082227,0.4656001326259947,81.5,20.0,0.7,2.7,30.6,1.5,2.2,0.2,95.2,41.5,0.1,0.6,0.0,32075,20262,0.5,1.7,1.9,6.4,96.7,95.0,Trump
855,18704,45362,922,0.020325382478726728,0.4123274987875314,73.8,14.7,2.8,3.13,23.1,3.6,16.6,3.9,87.1,35.8,2.0,2.1,0.3,28688,102586,3.5,4.1,5.7,7.0,85.7,73.0,Trump
856,1596,4418,84,0.019013128112268074,0.3612494341330919,79.0,20.2,0.3,2.8,17.5,1.6,3.0,0.0,93.3,43.9,0.1,0.3,0.0,31949,7445,1.2,4.5,4.2,9.5,96.5,94.3,Trump
857,1996,6254,122,0.01950751519027827,0.3191557403261912,76.0,22.0,0.5,2.76,17.2,0.4,12.1,4.4,92.4,43.5,0.0,4.1,0.0,29622,12739,1.6,3.1,4.7,8.6,93.4,85.4,Trump
858,1559,5842,128,0.02191030469017463,0.2668606641561109,77.4,20.2,0.7,2.84,20.3,1.0,3.6,0.1,91.9,41.9,0.3,0.1,0.2,23734,12556,4.5,4.6,5.1,8.8,93.0,90.1,Trump
859,765,3720,81,0.021774193548387055,0.2056451612903226,74.0,21.1,0.0,3.03,18.1,0.5,1.9,0.5,91.0,40.8,2.1,0.0,0.0,24309,7835,0.7,3.2,11.0,9.8,96.7,94.8,Trump
860,2314,7312,172,0.023522975929978096,0.3164660831509847,76.5,16.9,0.5,3.08,22.0,2.9,3.0,0.2,92.7,36.6,0.4,0.7,0.0,24237,16268,5.9,2.7,6.7,7.9,89.6,88.1,Trump
861,284,2313,37,0.015996541288370136,0.1227842628620838,76.1,21.6,1.6,3.04,20.7,0.8,5.5,1.6,91.1,43.6,0.8,0.2,0.0,27648,4624,1.9,2.5,10.3,8.2,94.7,89.5,Trump
862,2302,10961,179,0.01633062676763075,0.2100173341848371,76.3,18.8,0.4,3.03,20.9,1.2,14.8,1.2,89.5,39.9,1.1,1.2,0.3,27495,26453,1.9,3.0,11.7,7.7,93.9,81.5,Trump
863,1505,6550,135,0.02061068702290081,0.2297709923664122,74.4,19.4,0.8,3.06,21.7,2.8,2.7,0.0,91.3,39.1,0.3,0.1,0.0,23102,14608,3.6,2.6,10.7,8.7,92.4,90.1,Trump
864,1088,4396,102,0.023202911737943754,0.2474977252047315,74.8,19.5,0.6,3.01,21.2,0.9,4.6,0.2,93.2,42.1,8.8,0.3,0.0,25208,9626,4.1,3.4,7.2,9.7,85.3,83.0,Trump
865,9003,31946,693,0.021692856695674,0.2818193201026732,74.3,14.8,1.3,3.05,29.8,2.5,4.9,0.5,92.5,38.6,0.7,0.2,0.1,29986,66698,2.3,3.4,8.1,9.9,93.0,88.8,Trump
866,341,1478,23,0.01556156968876854,0.2307171853856563,77.1,24.2,0.1,3.18,25.5,1.7,4.7,0.6,91.8,44.8,0.6,0.8,0.0,23055,2637,2.1,2.9,10.4,9.3,94.8,91.2,Trump
867,212,1634,25,0.015299877600979173,0.1297429620563035,77.7,26.1,0.3,2.88,15.9,0.5,3.9,0.1,86.6,47.9,3.9,0.2,0.0,22962,3323,6.6,6.3,12.8,10.8,88.4,86.0,Trump
868,2163,8945,160,0.017887087758524434,0.2418110676355505,76.3,19.0,0.4,3.18,19.6,0.6,2.6,0.1,89.9,41.3,1.8,0.3,0.4,22615,20179,6.3,4.1,11.5,7.8,90.1,88.0,Trump
869,220,1400,22,0.01571428571428568,0.1571428571428571,78.7,26.5,0.0,2.94,28.9,0.0,6.8,0.5,93.6,45.6,0.0,3.8,0.0,29041,2665,0.4,2.2,8.7,10.4,95.8,93.1,Trump
870,143,1048,20,0.019083969465648942,0.1364503816793893,75.3,23.6,1.1,2.84,26.1,0.5,5.5,0.0,94.8,45.3,1.0,0.5,0.0,28227,2026,2.2,1.6,5.1,11.3,94.6,89.7,Trump
871,883,4134,122,0.029511369134010645,0.2135945815191098,76.0,23.1,0.6,2.88,26.7,0.9,2.5,0.3,92.9,42.5,0.7,0.0,0.0,29235,8082,1.3,3.1,7.3,15.3,96.5,94.0,Trump
872,893,4174,99,0.02371825586966947,0.2139434595112601,76.4,21.0,0.1,2.79,24.0,2.0,3.2,0.2,93.0,40.8,0.2,0.8,0.0,27279,8938,1.7,3.3,9.5,8.6,95.2,93.0,Trump
873,928,4448,113,0.025404676258992898,0.2086330935251798,78.5,20.8,0.1,2.64,24.5,0.8,2.7,0.1,92.7,43.8,0.3,0.1,0.0,33371,8254,3.1,3.7,7.9,12.1,95.6,93.3,Trump
874,126,904,33,0.036504424778761146,0.1393805309734513,77.8,26.1,0.0,2.87,16.0,0.2,3.8,0.0,93.9,48.1,0.0,0.5,0.0,30355,1740,0.2,3.1,8.9,7.3,99.1,96.0,Trump
875,4171,13911,298,0.021421896341025093,0.2998346632161598,76.2,18.1,1.6,3.0,21.8,3.3,10.9,1.8,90.7,38.8,1.5,1.1,0.1,24726,35351,4.4,4.1,9.3,8.7,88.0,79.6,Trump
876,6179,16718,494,0.029548989113530322,0.3696016269888743,78.1,15.2,1.9,3.04,29.9,2.3,5.7,0.9,92.1,32.5,0.4,0.7,0.0,23091,38968,3.6,4.9,10.0,6.5,91.2,86.6,Trump
877,208,1458,18,0.012345679012345734,0.1426611796982167,81.0,27.4,0.4,2.55,22.5,0.5,3.0,1.9,94.0,50.6,0.5,0.3,0.0,30905,2860,0.5,1.8,10.1,10.0,97.8,95.3,Trump
878,2040,9246,161,0.01741293532338306,0.2206359506813757,76.2,19.5,0.5,2.99,22.9,1.4,4.7,0.3,91.5,41.3,0.9,0.4,0.0,27219,18828,2.0,4.0,7.7,12.5,94.8,90.8,Trump
879,678,3674,47,0.01279259662493204,0.1845400108873162,80.9,18.9,0.1,2.87,21.1,6.0,2.8,0.0,90.3,41.0,0.5,0.2,0.0,25775,7684,0.8,1.4,9.3,9.1,92.5,90.3,Trump
880,39436,57540,1367,0.02375738616614531,0.6853667014250956,81.5,11.8,5.3,2.97,49.6,4.4,6.3,1.6,95.4,29.8,2.5,1.1,0.0,32281,120290,4.4,3.7,7.1,5.0,82.4,78.4,Biden
881,267,1413,19,0.013446567586695046,0.1889596602972399,77.2,21.1,0.8,2.63,18.1,0.3,20.7,4.9,85.4,45.7,0.0,1.8,0.0,27431,2869,2.0,2.5,6.6,5.8,95.1,76.2,Trump
882,191,1347,26,0.019302152932442418,0.1417965850037119,78.4,28.9,0.5,2.83,15.6,0.4,4.6,0.0,88.5,52.3,1.7,0.0,0.0,23875,2523,3.6,6.8,9.1,10.1,93.8,90.1,Trump
883,3633,13501,299,0.022146507666098825,0.2690911784312273,78.0,15.0,1.1,3.02,36.3,1.1,5.7,1.7,93.3,32.5,0.2,0.7,0.4,30956,28775,3.4,1.6,7.0,6.5,93.1,89.4,Trump
884,646,2806,54,0.0192444761225945,0.2302209550962223,81.6,20.6,1.3,2.78,19.5,3.2,6.2,0.0,91.6,42.1,0.9,0.9,0.0,26443,6231,3.1,3.4,5.5,7.8,90.6,85.7,Trump
885,4155,11466,232,0.020233734519448876,0.3623757195185766,69.3,10.6,4.1,3.46,17.1,2.9,49.9,14.1,71.0,30.8,0.4,8.7,0.0,24152,36750,2.9,3.9,12.6,3.9,81.0,41.3,Trump
886,2926,8850,161,0.01819209039548031,0.3306214689265537,69.7,10.6,1.4,3.48,17.7,2.0,55.1,13.5,73.6,32.2,0.9,4.2,0.0,23293,34179,2.2,4.7,14.2,3.9,89.3,39.7,Trump
887,3623,12247,298,0.024332489589287243,0.2958275496039846,75.9,16.5,0.4,2.98,20.4,0.9,4.2,0.7,92.2,40.0,0.6,1.3,0.0,26998,25558,3.4,3.4,7.3,8.6,93.4,91.0,Trump
888,3825,9311,293,0.03146815594458163,0.4108044248738052,69.1,8.1,3.0,3.11,23.2,18.7,16.2,2.5,93.8,26.4,1.2,2.7,1.0,23897,34025,5.5,4.1,6.7,26.2,67.8,56.6,Trump
889,163,1433,14,0.00976971388695047,0.1137473831123517,78.5,26.6,0.5,2.62,19.7,0.5,3.4,0.1,92.1,48.2,0.3,0.0,0.0,28859,2644,2.8,1.4,12.2,7.2,95.8,92.9,Trump
890,222,1302,28,0.021505376344086002,0.1705069124423963,79.6,26.5,1.7,2.61,24.7,4.2,2.0,0.3,92.6,50.4,0.0,0.0,0.0,27236,2519,3.8,2.2,8.1,9.2,90.3,88.5,Trump
891,497,2452,45,0.01835236541598706,0.2026916802610114,68.8,12.9,0.4,3.5,14.9,0.0,47.6,8.7,77.0,32.6,0.0,10.5,0.0,25411,7467,0.7,6.2,15.3,5.1,88.3,51.7,Trump
892,337,2240,32,0.014285714285714346,0.1504464285714285,70.6,14.8,0.1,3.35,20.2,0.9,16.0,3.8,77.4,36.0,0.2,0.0,0.4,29421,6039,1.6,2.0,13.4,6.2,96.8,81.8,Trump
893,77,629,15,0.02384737678855331,0.12241653418124,73.9,20.5,0.0,2.83,27.2,0.0,24.7,4.6,87.0,42.2,0.6,10.0,0.0,28982,1185,1.5,0.0,5.5,7.3,87.9,74.5,Trump
894,562,3030,64,0.02112211221122129,0.1854785478547854,78.6,24.7,0.2,2.71,19.9,0.2,3.9,0.2,92.4,48.6,0.1,0.2,0.0,27500,6081,4.2,2.7,7.9,11.0,95.1,91.9,Trump
895,134,837,19,0.022700119474313052,0.1600955794504181,72.4,13.5,0.0,3.88,18.7,5.3,33.0,11.7,80.8,35.8,0.0,3.2,0.0,22003,2591,0.6,0.8,19.1,6.6,90.9,64.5,Trump
896,453,2626,45,0.01713632901751716,0.1725057121096725,75.3,22.3,0.4,2.96,16.2,0.2,6.1,1.4,89.6,42.4,1.5,0.3,0.2,24800,5594,1.7,3.7,13.0,9.6,95.7,90.2,Trump
897,6652,17034,367,0.021545145004109534,0.3905130914641305,75.5,19.2,0.6,3.03,33.2,1.7,11.9,1.5,90.5,39.2,0.3,1.0,0.2,28226,34503,3.1,2.5,8.2,7.3,93.1,82.8,Trump
898,261,1383,19,0.013738250180766465,0.1887201735357917,71.3,14.2,0.1,3.52,17.1,0.0,30.6,7.2,72.4,36.9,1.4,11.2,0.0,26814,4018,1.1,3.8,17.7,3.4,86.1,66.8,Trump
899,151,1033,16,0.015488867376573179,0.1461761858664085,78.3,22.0,1.9,2.84,30.8,0.1,7.9,3.1,91.1,47.6,0.3,0.2,0.0,30044,1876,1.9,1.6,8.6,8.2,95.6,88.1,Trump
900,1852,6468,181,0.027983920841063714,0.2863327149041434,75.0,18.8,0.5,2.86,20.2,0.2,4.6,1.1,94.6,41.2,8.5,0.4,0.1,28127,13266,3.9,4.8,5.6,11.5,86.3,83.9,Trump
901,3106,9581,282,0.029433253313850383,0.32418327940716,77.0,18.5,0.0,2.91,23.2,0.7,2.7,0.0,93.5,43.3,0.8,0.3,0.0,30655,18890,2.4,2.6,6.0,10.2,95.8,93.6,Trump
902,211,1608,28,0.01741293532338306,0.1312189054726368,80.8,29.6,0.2,2.62,19.3,0.3,2.4,0.0,93.1,52.8,0.6,1.2,0.1,27731,2885,1.1,1.2,8.1,9.9,96.4,95.1,Trump
903,184259,349386,9496,0.027179108493185222,0.5273794599669134,75.4,14.1,5.1,3.12,56.0,4.7,7.7,2.6,96.0,37.6,0.3,1.1,0.1,46517,591506,2.9,2.6,5.9,6.4,86.0,79.9,Biden
904,255,1413,24,0.01698513800424628,0.1804670912951167,71.3,14.6,0.4,3.74,14.7,2.6,31.7,3.9,75.9,34.7,0.0,1.8,0.0,23415,3907,0.7,2.2,15.2,5.4,94.5,66.9,Trump
905,745,3929,82,0.020870450496309534,0.1896156782896411,77.7,21.8,0.0,2.83,24.4,0.5,3.6,0.0,93.6,45.4,0.4,0.2,0.0,34578,7340,2.3,4.7,5.7,10.0,96.6,93.1,Trump
906,153,1139,29,0.02546093064091315,0.1343283582089552,76.5,21.3,0.8,2.95,28.1,0.8,6.4,0.0,88.2,41.6,0.7,1.0,0.0,26321,2505,2.9,2.3,10.3,7.2,93.9,88.7,Trump
907,2607,8414,168,0.019966722129783565,0.3098407416211077,76.2,18.5,0.2,2.91,18.7,4.8,4.5,0.2,89.8,41.0,0.8,0.5,0.0,24572,20119,5.0,3.2,11.0,7.6,88.8,85.4,Trump
908,114,888,17,0.019144144144144226,0.1283783783783783,75.3,18.4,1.2,2.9,23.1,0.0,6.7,0.7,94.3,40.7,0.8,1.0,0.3,28435,1564,0.0,1.8,11.4,9.4,96.8,91.0,Trump
909,13753,36115,984,0.02724629655267896,0.3808112972449121,76.2,14.1,1.4,3.24,31.5,8.8,7.0,1.1,92.2,37.8,0.7,2.1,0.1,32444,80745,4.4,3.9,4.8,16.1,82.5,78.9,Trump
910,266,1570,31,0.0197452229299363,0.1694267515923566,77.4,23.7,0.0,3.1,22.8,0.2,3.4,0.5,93.3,46.5,0.0,0.0,0.0,25803,3044,1.7,3.6,8.7,10.0,98.1,94.7,Trump
911,863,4903,100,0.020395676116663264,0.176014684886804,77.3,22.1,0.5,2.58,16.2,0.8,2.7,0.0,89.7,44.4,0.7,0.1,0.0,27926,9671,2.1,3.6,10.4,9.5,95.7,93.5,Trump
912,185,1437,21,0.014613778705636737,0.1287404314544189,75.3,20.2,0.0,3.07,16.6,0.1,6.1,2.0,91.0,39.7,0.8,1.2,0.4,28135,2805,2.8,1.1,6.7,7.7,94.8,90.1,Trump
913,5878,13622,363,0.026648069299662347,0.4315078549405373,77.6,14.8,2.1,2.94,27.5,2.3,21.2,4.1,88.3,33.4,0.7,1.4,0.0,26904,33251,4.2,4.4,8.7,6.6,89.2,71.1,Trump
914,3977,13868,329,0.023723680415344783,0.2867753100663398,77.2,19.5,0.7,2.75,28.0,1.2,4.2,0.1,91.3,40.8,0.6,0.1,0.0,31006,28567,2.0,1.8,6.5,6.6,95.5,91.6,Trump
915,1463,5969,129,0.021611660244597042,0.2450996816887251,78.4,23.1,0.4,2.86,25.0,0.8,3.7,0.8,91.6,44.5,0.2,0.3,0.0,26577,11964,2.8,2.7,6.4,8.3,95.6,92.6,Trump
916,1239,5023,122,0.024288273939876648,0.2466653394385825,76.0,21.3,0.4,2.96,18.9,0.3,2.5,0.7,92.2,42.8,0.1,0.3,0.3,28469,9749,2.0,2.9,6.1,9.4,96.7,94.6,Trump
917,261,1807,38,0.0210293303818484,0.1444382955174322,74.9,17.3,0.7,2.95,20.3,0.6,20.5,5.0,80.7,37.9,0.2,10.9,0.2,28945,4180,2.7,1.2,12.4,6.0,84.7,75.5,Trump
918,5133,17624,375,0.02127780299591464,0.2912505674080798,75.4,17.0,0.6,3.03,29.8,1.5,3.2,0.2,96.0,42.1,0.8,0.4,0.0,35659,33417,1.3,2.7,5.9,8.7,95.5,92.7,Trump
919,547,3039,38,0.012504113195130007,0.179993418887792,77.7,23.6,0.3,2.87,26.1,0.7,2.4,0.0,94.8,43.1,0.7,0.1,0.0,25801,6145,1.1,2.5,7.8,8.7,97.0,94.9,Trump
920,3147,13177,262,0.019883129695681845,0.2388252257721788,76.3,19.2,1.0,2.96,19.5,5.0,6.8,1.3,88.8,40.3,3.3,1.6,0.2,24647,32521,4.6,5.0,11.9,9.6,84.2,79.4,Trump
921,721,2849,43,0.015093015093015194,0.253071253071253,78.4,24.3,0.6,2.88,21.4,0.2,5.0,1.1,91.2,46.6,0.1,0.2,0.0,29558,5566,2.8,2.3,8.2,11.8,96.1,91.6,Trump
