,Biden_2020,Total_2020,Other_2020,Perc_Other_2020,Perc_Biden_2020,age_over_18_2019,age_over_65_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,households_speak_limited_english_2019,hs_grad_2019,median_age_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,Winner_2020
2510,10747,38261,398,0.010402237265100145,0.2808865424322417,76.3,16.4,1.1,3.19,20.6,24.5,7.6,0.8,88.8,38.0,0.9,1.5,0.0,27095,93373,2.8,5.6,13.8,10.0,69.2,63.8,Trump
2511,62228,154984,2323,0.014988643989056971,0.40151241418469,73.5,11.6,6.7,3.41,30.0,14.0,30.6,4.0,87.9,35.8,0.7,4.0,0.0,34561,360677,2.2,4.1,14.0,6.6,72.4,47.2,Trump
2512,35349,85061,2182,0.025652179024464927,0.4155723539577479,79.4,8.9,6.1,3.18,41.7,10.7,25.6,5.6,87.2,26.5,0.4,3.0,0.1,27632,222981,3.0,3.6,12.3,4.7,76.8,55.8,Trump
2513,2258,4822,103,0.021360431356283738,0.4682704272086271,80.8,22.4,1.8,2.96,40.0,0.2,44.8,7.6,85.7,43.7,2.4,2.4,0.0,28915,9231,2.7,4.2,16.0,9.1,90.5,50.3,Trump
2514,78,725,8,0.011034482758620623,0.1075862068965517,83.7,25.5,0.0,2.92,19.8,0.8,35.6,1.7,86.1,46.4,0.0,1.8,1.5,23933,1457,9.7,5.4,23.1,8.9,86.2,58.0,Trump
2515,1470,2484,16,0.0064412238325282645,0.5917874396135265,73.5,14.6,0.0,3.74,15.7,0.7,93.1,8.7,68.8,29.7,1.0,6.3,0.0,14523,7141,1.8,12.3,22.5,3.8,90.3,6.7,Biden
2516,2107,15969,164,0.010269897927234095,0.1319431398334272,77.8,19.5,0.7,3.09,19.1,3.8,22.2,2.0,87.2,41.5,0.5,1.4,0.0,27463,37855,2.3,3.2,14.5,9.8,91.3,71.6,Trump
2517,1788,8609,78,0.00906028574747364,0.2076896271343942,77.8,20.4,0.0,3.17,17.3,13.3,20.7,1.5,82.5,43.3,0.4,4.1,0.0,30086,18058,2.3,3.9,15.2,8.7,79.9,64.7,Trump
2518,5639,24717,311,0.012582433143180749,0.2281425739369664,78.6,21.9,0.9,3.21,25.4,1.8,22.2,2.0,88.3,44.6,0.4,3.9,0.0,30980,46530,1.7,4.3,15.3,11.0,91.4,73.6,Trump
2519,6672,14973,270,0.01803245842516532,0.4456020837507513,75.9,13.7,1.0,3.37,14.6,6.1,52.2,7.3,78.2,35.9,0.6,10.0,0.1,25086,42144,1.4,2.6,23.4,6.8,80.8,39.7,Trump
2520,2148,7856,67,0.008528513238289182,0.2734215885947046,75.3,17.4,5.5,3.44,14.2,2.8,48.9,7.2,79.3,37.7,0.1,1.6,0.0,27268,21668,4.0,5.1,19.1,7.7,86.0,42.3,Trump
2521,734,6832,86,0.012587822014051508,0.1074355971896955,77.6,20.6,0.5,3.29,21.0,0.9,9.6,0.6,88.2,44.2,0.0,1.2,0.0,26051,13856,3.1,3.4,17.9,10.8,94.2,86.0,Trump
2522,64063,114174,1079,0.009450487851875189,0.5610997249811691,69.2,13.2,0.7,3.89,17.3,0.6,89.7,16.2,67.9,31.7,0.2,3.4,0.0,17430,421666,0.8,5.5,28.4,4.4,94.3,9.0,Biden
2523,1394,5060,40,0.007905138339921014,0.2754940711462451,73.6,18.5,0.4,3.33,19.4,16.6,25.0,3.1,87.2,37.6,0.5,7.1,0.0,22449,12878,2.9,6.5,17.0,8.5,72.5,55.8,Trump
2524,297,3122,46,0.014734144778987823,0.0951313260730301,75.4,18.3,0.4,3.13,28.4,0.8,9.9,0.0,93.3,40.6,1.6,1.0,0.0,34708,6009,2.1,1.2,9.9,8.5,94.1,85.7,Trump
2525,2795,13927,99,0.007108494291663714,0.2006893085373734,77.4,21.9,0.6,3.01,16.4,17.3,4.5,0.3,85.9,43.3,0.2,1.8,0.0,23075,30059,2.4,6.7,13.7,11.6,77.9,76.3,Trump
2526,466,2083,15,0.007201152184349469,0.2237157945271243,70.9,15.2,0.6,3.71,15.6,2.1,64.6,15.4,74.1,34.8,0.2,2.7,0.0,21884,7673,3.5,2.7,23.5,5.5,90.9,32.0,Trump
2527,3997,21652,302,0.013947903196009692,0.1846018843524847,72.0,10.9,1.1,3.28,22.7,7.3,22.4,5.9,88.5,35.2,0.2,1.2,0.0,35916,41305,2.2,4.4,11.3,7.8,88.0,67.0,Trump
2528,4210,19508,197,0.010098421160549598,0.2158088989132663,74.4,17.0,0.5,3.18,17.2,13.6,23.1,5.4,79.0,37.9,0.6,1.9,0.1,22391,52118,2.0,5.6,19.0,7.4,81.3,60.7,Trump
2529,310,2279,26,0.011408512505484913,0.136024572180781,82.3,13.8,1.0,3.03,18.3,8.0,31.0,3.5,82.0,34.5,0.0,3.3,0.0,21233,7253,2.3,5.9,18.1,5.5,85.3,58.5,Trump
2530,614,5741,58,0.010102769552342794,0.1069500087092841,79.6,22.8,1.1,3.03,21.4,0.5,6.3,0.1,90.5,46.6,1.0,0.8,0.0,29159,10403,1.6,5.9,12.6,10.3,95.0,89.8,Trump
2531,177,1000,14,0.013999999999999901,0.177,72.9,15.8,0.0,3.46,8.0,5.0,58.7,9.6,67.7,35.1,0.1,3.6,0.0,21463,2887,2.5,7.5,27.3,4.4,88.8,36.1,Trump
2532,178,1779,15,0.008431703204047292,0.1000562113546936,79.1,28.5,0.0,2.45,17.8,1.0,21.5,2.8,83.7,48.1,0.7,7.6,0.0,25285,3303,0.8,2.1,14.8,7.6,89.9,76.2,Trump
2533,451,4124,32,0.007759456838021372,0.1093598448108632,78.6,24.7,0.5,3.01,15.8,1.6,17.5,1.0,86.5,47.2,1.1,5.4,0.0,27752,8334,3.7,3.5,23.2,10.2,87.6,76.8,Trump
2534,230945,492216,8953,0.018189168982723047,0.4691944187104848,73.7,10.7,15.1,3.34,52.3,9.7,15.3,5.1,93.8,36.9,0.5,2.3,0.1,44548,973977,3.1,3.5,10.4,5.8,69.2,57.0,Trump
2535,155,1218,15,0.012315270935960632,0.1272577996715928,74.9,17.0,0.0,3.28,20.2,9.2,28.8,6.7,73.9,39.6,2.1,8.7,0.0,25681,2969,3.1,7.8,23.3,7.6,76.9,60.1,Trump
2536,2420,9975,83,0.008320802005012506,0.2426065162907268,76.5,21.6,0.0,3.5,21.0,12.9,29.7,3.4,83.1,42.9,0.3,11.7,0.0,29552,21224,1.9,2.7,15.0,6.2,73.1,55.9,Trump
2537,24826,88863,1297,0.014595500939648787,0.2793738676389498,77.3,17.9,1.1,3.18,36.8,2.0,27.4,2.2,92.6,42.2,0.3,3.3,0.0,38991,141642,2.4,3.0,11.5,12.6,90.9,67.5,Trump
2538,853,6086,56,0.009201445941505182,0.1401577390732829,77.7,24.0,0.6,2.96,20.3,1.3,27.9,3.9,84.5,44.8,0.7,2.5,0.0,26728,13529,1.1,2.4,14.1,8.6,93.8,69.5,Trump
2539,197,1268,13,0.010252365930599305,0.1553627760252366,84.8,20.0,0.4,3.04,13.0,1.3,45.1,2.5,67.9,45.3,0.4,1.0,0.0,21420,3266,0.3,0.1,12.7,7.5,96.7,52.8,Trump
2540,3210,18988,182,0.009585001053296849,0.1690541394564988,76.1,18.2,0.9,3.03,20.9,2.8,18.2,2.8,86.1,40.7,0.8,0.9,0.1,30704,40041,2.8,4.7,14.4,8.1,91.7,75.3,Trump
2541,7565,23490,487,0.020732226479353022,0.3220519369944657,76.8,9.8,2.1,3.24,16.1,13.6,18.3,2.0,88.0,31.8,0.8,1.1,0.8,22400,75280,8.9,7.9,10.7,20.5,72.8,58.7,Trump
2542,113,662,9,0.013595166163142047,0.1706948640483383,68.8,20.8,0.0,3.15,16.8,14.5,23.1,3.3,76.2,37.1,0.9,9.7,0.0,19797,1642,4.9,6.2,11.9,7.6,70.0,51.8,Trump
2543,241,1503,15,0.009980039920159611,0.1603459747172322,69.4,13.6,2.0,3.75,14.7,2.7,64.4,6.8,79.5,32.7,0.3,42.1,0.0,27893,4802,0.0,1.6,15.1,5.8,53.0,31.1,Trump
2544,344,1574,10,0.006353240152477735,0.218551461245235,75.7,15.0,0.0,3.13,14.0,0.7,61.9,0.0,77.0,38.8,0.0,55.4,0.0,26178,3484,1.0,0.0,21.0,6.3,42.9,37.4,Trump
2545,527,1953,30,0.015360983102918668,0.2698412698412698,73.1,18.2,0.6,3.44,13.2,3.6,56.0,7.8,76.0,38.4,0.0,5.9,0.2,19443,5836,1.5,5.0,21.6,5.1,88.2,39.4,Trump
2546,438,864,11,0.012731481481481566,0.5069444444444444,71.2,14.8,0.6,4.8,10.2,0.1,71.0,36.6,66.3,34.4,0.0,18.2,0.0,15109,2214,2.8,10.6,23.6,6.0,78.3,25.4,Biden
2547,197,1609,23,0.01429459291485402,0.1224362958359229,68.5,10.7,1.9,3.58,15.8,0.8,45.8,13.9,70.4,31.7,1.2,4.3,0.0,27491,7304,2.2,1.6,30.6,7.3,89.7,49.6,Trump
2548,598576,921638,15986,0.017345204950316717,0.6494697484261717,73.6,10.5,6.3,3.51,31.5,22.6,40.2,10.8,79.3,33.4,0.4,6.8,0.0,32653,2606868,2.6,4.4,21.0,4.8,61.3,29.1,Biden
2549,808,3789,30,0.007917656373713444,0.2132488783320137,74.0,14.7,0.2,3.15,14.2,8.1,57.5,7.0,69.9,33.5,1.1,11.3,0.0,20084,12813,4.1,6.3,16.6,3.6,75.2,33.3,Trump
2550,1264,4610,52,0.011279826464208331,0.2741865509761388,68.7,12.5,0.6,3.59,12.0,1.0,72.8,11.4,73.8,31.9,0.7,4.3,0.1,21616,18736,3.7,3.0,19.7,4.2,89.7,24.7,Trump
2551,403,2592,27,0.01041666666666663,0.1554783950617284,76.7,20.1,0.5,3.13,25.1,8.8,7.8,0.0,87.8,44.3,0.1,1.1,0.0,27667,5249,2.0,3.3,11.3,10.4,87.5,80.8,Trump
2552,188695,417964,6789,0.016243025715133474,0.4514623268989673,74.9,9.9,8.7,3.36,45.1,9.8,19.3,3.4,92.5,35.5,0.5,3.0,0.1,41153,833822,3.6,3.4,11.2,6.6,74.3,59.2,Trump
2553,1494,8118,57,0.007021433850702197,0.1840354767184035,77.4,19.4,0.0,3.11,12.6,9.3,35.4,2.4,80.8,41.0,1.2,23.5,0.0,28910,20340,1.2,6.3,14.2,7.0,64.7,54.8,Trump
2554,130,988,5,0.005060728744939347,0.131578947368421,79.9,23.8,0.5,3.25,18.5,2.7,29.8,0.0,84.4,46.0,1.0,3.8,0.0,25025,2203,0.2,8.7,18.6,8.1,91.8,67.0,Trump
2555,2264,3666,18,0.004909983633387904,0.6175668303327878,70.6,16.9,1.4,3.99,13.6,0.0,86.9,11.8,66.4,34.3,0.0,8.2,0.0,16925,10438,0.6,12.6,20.6,5.5,89.7,11.0,Biden
2556,198,1648,12,0.00728155339805836,0.1201456310679611,80.0,23.2,0.4,2.96,17.9,5.7,11.1,0.5,88.7,41.4,0.4,1.8,0.0,25534,3342,2.0,2.9,14.1,9.5,89.8,80.8,Trump
2557,2575,5053,35,0.006926578270334494,0.5095982584603206,74.3,17.6,0.0,3.71,9.0,1.3,89.3,9.4,68.6,36.1,0.0,3.6,0.0,17637,11268,0.1,10.1,22.0,5.3,95.0,9.3,Biden
2558,983,8292,72,0.00868306801736618,0.1185479980704293,79.1,22.4,0.7,3.57,16.0,3.3,16.4,2.4,84.4,41.2,0.4,3.0,0.0,24548,18273,0.7,3.8,17.2,8.5,92.0,79.3,Trump
2559,11367,44581,517,0.011596868621161494,0.2549740921020165,69.8,9.5,1.2,3.71,15.4,4.8,60.7,9.7,76.0,30.4,0.6,10.0,0.0,28954,160579,3.0,5.6,21.0,5.0,80.5,32.3,Trump
2560,168,1066,5,0.004690431519699834,0.1575984990619137,85.2,30.6,0.0,3.37,18.2,0.0,56.6,7.7,72.1,49.1,0.1,0.2,0.0,24689,1918,0.1,0.0,19.7,9.7,99.7,43.3,Trump
2561,27565,85493,1211,0.014164902389669387,0.3224240581100207,73.2,12.6,0.6,3.4,24.3,10.1,26.2,2.7,86.2,36.2,0.8,3.1,0.0,32571,173772,3.8,3.1,15.1,8.4,81.5,60.8,Trump
2562,178126,267215,4758,0.017805886645585023,0.66660180004865,72.5,11.9,1.2,3.68,23.3,3.3,82.6,23.1,78.5,32.2,0.6,12.3,0.1,21683,836062,2.7,5.7,20.3,8.1,79.7,12.0,Biden
2563,2916,16853,253,0.01501216400640848,0.1730255740817658,79.1,14.0,0.9,3.53,31.5,1.9,21.1,1.5,88.3,30.4,1.6,4.6,0.2,27639,41841,1.9,2.7,16.8,7.6,88.9,74.6,Trump
2564,1899,6133,57,0.009293983368661274,0.3096363932822436,78.7,17.9,0.5,3.88,12.4,24.5,23.2,0.7,76.9,39.0,0.5,1.5,0.0,18745,17272,1.0,4.6,17.2,8.7,72.0,51.2,Trump
2565,2655,15004,178,0.011863503065849157,0.1769528125833111,78.8,18.5,0.7,3.07,17.4,5.7,11.3,1.1,85.5,41.3,0.8,1.9,0.0,27112,34537,3.3,3.8,16.2,10.5,87.7,78.8,Trump
2566,2661,12941,109,0.008422842129665487,0.2056255312572444,79.5,24.6,0.5,3.22,19.7,6.5,21.0,1.5,86.1,47.0,0.0,2.0,0.0,30170,25141,0.8,2.9,11.0,8.2,90.2,71.2,Trump
2567,352,1826,26,0.014238773274917849,0.1927710843373494,77.4,22.8,0.3,3.06,18.6,2.6,32.7,5.6,86.1,44.6,1.2,2.7,0.0,28750,3856,4.8,4.3,12.6,9.6,88.4,61.8,Trump
2568,438,2039,17,0.008337420304070697,0.2148111819519372,73.2,18.6,0.2,3.12,15.9,4.2,58.7,6.1,74.2,37.2,0.1,1.3,0.0,23617,5803,1.7,4.5,21.5,6.9,92.6,36.8,Trump
2569,99,551,7,0.012704174228675202,0.1796733212341197,81.9,27.1,0.0,2.92,16.2,2.3,22.3,2.6,81.9,51.2,0.5,5.3,0.0,27573,1275,9.7,5.7,14.7,7.2,82.2,72.1,Trump
2570,195552,357514,4244,0.011870863798340792,0.5469771813131793,72.3,10.6,20.2,3.56,46.2,20.5,24.5,6.3,90.6,36.3,0.3,4.3,0.1,39994,765394,2.8,4.8,11.7,4.7,51.7,33.1,Biden
2571,804,5009,44,0.00878418846077067,0.1605110800558993,75.8,21.7,0.0,3.25,26.6,4.4,14.5,1.7,91.3,43.2,0.3,5.6,0.0,28789,10716,3.7,5.7,14.1,10.2,86.0,78.7,Trump
2572,1635,8711,85,0.009757777522672484,0.1876937205831707,77.2,19.6,0.7,3.26,15.3,15.2,15.5,2.1,82.6,41.5,0.4,1.5,0.0,24621,19714,1.7,4.4,14.1,7.5,80.4,66.6,Trump
2573,2422,5279,34,0.00644061375260474,0.4587990149649555,76.1,12.4,0.9,4.07,7.3,3.6,79.3,10.7,66.2,31.2,0.1,11.3,0.0,19256,19871,1.8,6.7,21.5,4.6,82.2,16.3,Trump
2574,576,5995,64,0.010675562969140961,0.0960800667222685,64.0,8.8,0.5,4.11,11.4,2.5,41.5,14.0,61.8,27.8,0.3,1.8,0.0,23533,20706,0.3,5.6,33.7,3.7,94.6,55.5,Trump
2575,58842,155060,2307,0.014878111698697238,0.3794789113891397,75.6,13.9,3.3,3.23,31.1,12.6,24.6,3.1,89.0,37.7,0.4,2.0,0.0,36819,332885,2.9,5.8,13.9,8.6,78.8,57.4,Trump
2576,231,1653,9,0.005444646098003658,0.1397459165154265,84.2,13.7,2.0,3.14,13.9,5.7,52.2,4.9,61.6,41.1,0.3,6.4,0.0,19997,6070,1.3,2.7,14.9,2.5,84.3,39.7,Trump
2577,3176,15846,156,0.009844755774327862,0.2004291303799066,79.9,29.3,0.1,3.05,32.2,0.1,23.2,2.5,89.0,50.0,3.2,2.5,0.0,34077,26459,3.1,3.2,19.4,9.1,91.0,74.7,Trump
2578,39,653,3,0.004594180704441064,0.0597243491577335,77.3,9.9,0.0,3.81,27.2,0.0,43.8,14.4,69.4,30.8,0.0,33.6,0.0,31830,1510,0.0,0.0,20.5,2.1,66.4,56.2,Trump
2579,877,3988,26,0.006519558676028159,0.2199097291875626,78.3,22.0,0.7,3.35,17.3,5.9,35.8,5.7,83.0,46.1,0.0,12.0,0.0,29855,7565,0.5,5.1,9.7,8.7,80.9,58.3,Trump
2580,1948,7647,72,0.009415457041977326,0.2547404210801621,73.0,16.4,0.4,3.28,13.1,6.7,50.7,7.9,76.7,36.3,0.3,24.6,0.0,27407,20731,1.6,2.7,18.6,6.9,66.5,41.7,Trump
2581,829,7782,113,0.01452068876895396,0.1065278848625032,74.4,15.8,0.7,3.29,13.9,4.5,29.0,4.3,80.2,36.5,1.3,5.4,0.2,24686,22410,2.8,5.2,19.3,6.9,85.2,63.3,Trump
2582,14506,59439,770,0.012954457511061723,0.2440485203317687,76.3,17.5,1.6,3.26,20.4,5.5,13.4,1.8,88.7,39.9,1.1,1.8,0.0,28011,131014,3.5,4.4,17.4,10.0,86.5,75.4,Trump
2583,14796,47982,693,0.014442916093535207,0.3083656371139177,74.1,15.1,1.3,3.26,21.3,20.0,18.7,3.1,84.1,35.6,0.2,1.0,0.1,26535,123443,2.7,4.6,18.5,8.1,74.6,57.5,Trump
2584,2833,12413,148,0.011922983968420287,0.2282284701522597,77.5,16.9,0.2,3.23,15.7,15.2,24.2,3.5,80.6,40.4,0.5,3.6,0.0,25638,27984,2.8,4.4,14.0,8.8,77.7,58.5,Trump
2585,28805,77592,1234,0.015903701412516735,0.3712367254356119,74.6,13.6,1.7,3.34,28.2,8.2,37.9,3.3,88.7,37.0,0.3,12.9,0.2,31842,158966,3.2,3.2,11.7,15.1,73.5,50.4,Trump
2586,2279,9584,128,0.013355592654424098,0.2377921535893155,72.8,13.3,0.3,3.5,17.1,5.0,59.4,6.5,76.6,33.4,0.7,3.6,0.0,20986,33826,4.6,4.1,20.3,4.9,85.8,33.8,Trump
2587,168,1168,5,0.0042808219178083196,0.1438356164383561,77.8,22.3,0.3,3.01,15.9,6.5,34.8,4.1,79.6,44.6,1.1,10.1,0.0,21907,3048,4.0,9.6,24.4,6.1,78.0,55.6,Trump
2588,641,4349,92,0.02115428834214761,0.1473902046447459,79.2,24.5,0.0,3.26,22.4,0.8,12.7,0.7,84.0,45.8,1.4,1.2,0.0,26930,8332,1.3,2.2,16.4,9.6,95.3,84.0,Trump
2589,166,2047,32,0.015632633121641426,0.0810942843185149,70.2,15.4,0.1,3.58,15.1,0.3,48.0,16.5,67.8,35.1,0.1,6.9,0.0,20410,5520,1.0,4.6,23.1,5.4,91.6,51.6,Trump
2590,241,1580,9,0.0056962025316456,0.1525316455696202,79.2,21.4,0.0,3.05,13.7,5.9,19.0,5.7,78.9,43.5,1.1,2.7,0.0,24078,3945,2.3,8.4,13.9,6.3,87.9,71.7,Trump
2591,3474,27635,303,0.010964356793920826,0.1257101501718834,75.3,16.5,0.6,3.23,16.8,5.8,5.7,0.1,88.0,39.2,0.3,0.6,0.0,30399,56765,1.4,3.3,14.2,9.0,91.3,86.5,Trump
2592,918193,1640818,21995,0.013404899263659953,0.5595946655875301,73.2,10.2,7.0,3.52,31.5,19.0,42.9,11.9,81.4,33.5,0.4,8.5,0.1,32765,4646630,2.4,5.4,20.2,4.7,62.5,29.6,Biden
2593,7908,29710,336,0.011309323460114484,0.2661730057219791,74.6,16.5,0.8,3.27,19.1,20.7,13.1,1.2,85.3,38.7,0.3,1.5,0.0,27086,66580,2.0,5.0,14.9,8.6,74.7,63.6,Trump
2594,195,2078,15,0.007218479307026016,0.0938402309913378,78.5,15.0,1.4,2.92,17.8,7.5,26.7,4.7,82.6,38.1,0.4,1.9,0.0,20563,5669,4.0,0.5,15.7,5.6,84.8,60.0,Trump
2595,353,2214,21,0.009485094850948506,0.1594399277326106,81.6,22.0,0.3,3.05,11.9,4.0,28.6,5.3,70.3,43.5,0.5,3.9,0.0,20394,5726,2.1,12.1,20.8,5.8,89.3,64.7,Trump
2596,59524,109357,2153,0.019687811479832174,0.5443090062821767,76.9,10.7,1.6,3.32,37.2,4.2,38.9,3.6,90.1,32.0,0.4,2.8,0.0,32118,213366,2.5,3.9,13.4,7.3,88.5,53.8,Biden
2597,206,1720,28,0.016279069767441867,0.1197674418604651,68.4,13.2,0.0,3.49,21.2,1.0,34.8,7.9,82.1,36.4,0.0,5.7,0.0,31530,3994,2.4,5.9,23.7,6.9,90.9,63.1,Trump
2598,7060,36310,339,0.009336270999724672,0.1944367942715505,78.5,22.0,0.6,3.1,17.3,6.7,12.8,1.7,83.5,43.9,0.9,0.9,0.0,26121,81070,1.4,4.9,17.9,10.5,89.5,78.2,Trump
2599,128199,220884,2158,0.00976983393998665,0.5803906122670723,67.1,10.8,1.0,4.04,18.7,0.5,92.2,20.7,65.7,29.2,0.2,10.3,0.0,17175,855176,1.7,6.4,30.3,3.2,86.3,6.1,Biden
2600,2860,14931,145,0.009711338825262872,0.1915477864844953,76.7,20.5,0.4,3.23,17.4,6.6,20.6,2.0,83.5,42.1,1.1,3.8,0.2,26370,35689,1.9,5.9,15.4,9.7,86.0,70.6,Trump
2601,1482,8095,77,0.009512044471896242,0.18307597282273,73.9,14.3,0.4,3.38,15.8,3.2,47.8,5.1,76.2,33.8,0.5,5.0,0.1,23604,23064,2.4,5.8,17.6,5.5,88.4,46.9,Trump
2602,5648,32541,397,0.012199993853907354,0.1735656556344304,78.9,24.7,0.7,3.09,26.4,0.8,12.4,2.6,89.4,47.0,1.1,0.8,0.1,35606,58318,1.3,3.2,14.9,10.7,95.2,84.2,Trump
2603,3046,15939,174,0.01091661961227175,0.1911035824079302,75.1,18.3,0.7,3.14,20.1,7.1,16.9,1.9,84.9,39.2,0.3,5.3,0.1,26821,36486,2.0,4.4,18.5,8.6,84.5,73.3,Trump
2604,2314,9437,63,0.0066758503761789045,0.2452050439758397,80.4,21.3,0.4,3.01,15.2,25.7,11.1,2.7,81.2,44.5,0.4,2.1,0.0,19129,22954,1.8,1.9,14.9,9.4,69.7,61.8,Trump
2605,2069,10240,117,0.011425781250000044,0.20205078125,77.9,12.9,0.7,3.5,12.6,5.6,42.5,2.2,80.0,36.5,1.2,5.9,0.1,24547,36349,3.2,6.1,17.0,8.8,83.4,48.7,Trump
2606,371,1165,15,0.012875536480686622,0.3184549356223176,75.5,15.3,0.8,4.46,10.7,2.0,77.8,42.4,55.5,37.0,0.0,27.1,0.0,14239,4415,2.7,7.2,26.5,4.7,67.4,17.3,Trump
2607,8906,38574,505,0.013091719811271774,0.2308809042360139,76.1,15.8,1.3,3.32,19.9,7.8,16.4,1.4,84.5,38.0,1.1,7.8,0.0,25926,94162,2.1,4.5,16.3,9.1,79.9,71.6,Trump
2608,965,8771,125,0.014251510660129973,0.1100216622962034,74.3,16.3,0.4,3.78,14.0,1.6,23.3,1.7,86.0,38.0,1.6,2.2,0.7,24434,21344,4.2,7.0,19.1,7.1,89.2,70.4,Trump
2609,120,889,10,0.011248593925759276,0.1349831271091113,73.8,16.9,0.0,3.01,15.0,4.1,25.6,0.0,93.2,42.7,0.0,19.0,0.0,28487,1620,0.9,2.8,14.7,8.2,76.1,69.9,Trump
2610,331,3782,33,0.008725542041248091,0.0875198307773664,78.8,17.1,0.1,2.91,13.5,5.0,16.9,3.2,82.0,39.6,0.3,0.9,0.0,24956,8852,0.8,3.7,18.0,5.8,92.9,77.2,Trump
2611,1033,6340,76,0.011987381703470024,0.1629337539432176,74.5,17.4,1.1,3.55,16.5,6.8,33.1,2.7,82.4,37.7,0.0,3.1,0.1,27051,14816,1.7,2.5,15.8,6.2,87.1,58.5,Trump
2612,2954,15608,112,0.007175807278318791,0.1892619169656586,75.9,19.4,0.5,3.3,12.9,16.6,6.7,0.8,85.0,40.5,0.3,3.8,0.2,25269,35506,1.4,7.0,17.5,7.4,77.3,74.5,Trump
2613,501,1305,20,0.01532567049808431,0.3839080459770115,83.2,34.0,0.0,2.78,30.5,1.0,39.8,15.8,78.9,55.8,0.0,1.5,0.0,26531,2241,0.8,4.4,16.9,11.5,96.7,58.4,Trump
2614,46073,94739,1096,0.01156862538131076,0.4863150339353381,76.0,14.2,3.8,3.23,19.7,33.7,20.7,5.1,84.2,36.2,0.4,2.1,0.1,27094,254340,1.7,4.6,19.9,7.6,58.3,40.6,Trump
2615,1197,2036,6,0.0029469548133596035,0.5879174852652259,68.0,14.2,0.0,3.88,13.4,0.3,91.3,14.6,74.5,32.4,0.0,0.2,0.0,16864,5231,0.7,7.8,21.5,3.5,98.7,8.1,Biden
2616,6119,13669,97,0.007096349403760471,0.447655278367108,72.0,14.9,0.5,3.77,12.2,0.7,80.3,9.3,74.9,34.6,0.5,2.1,0.1,21510,40972,0.9,5.1,18.3,5.4,95.2,18.0,Trump
2617,16464,72005,913,0.012679675022567838,0.2286507881397125,73.9,13.8,1.0,3.29,18.7,3.6,21.4,2.7,85.7,36.8,0.5,2.0,0.4,28579,167212,1.9,3.2,15.9,6.5,90.7,72.0,Trump
2618,999,6741,82,0.012164367304554169,0.1481975967957276,82.5,15.2,0.4,2.65,11.7,14.5,27.5,5.2,78.4,38.2,0.6,8.6,0.0,18081,19943,5.7,2.9,15.5,7.5,70.2,54.1,Trump
2619,1234,5249,47,0.00895408649266538,0.2350923985521051,79.2,14.0,1.0,3.64,15.3,6.8,54.7,8.6,75.7,35.4,0.2,12.0,0.0,27612,15545,3.9,3.9,14.4,6.4,76.1,35.8,Trump
2620,18405,56703,674,0.011886496305310135,0.3245860007407015,72.3,11.8,1.3,3.65,20.5,11.8,21.4,2.5,85.8,35.5,0.4,2.6,0.1,28634,123804,2.5,5.0,13.7,7.7,81.4,63.7,Trump
2621,6020,26438,335,0.012671155155458136,0.2277025493607685,76.3,18.9,0.9,3.43,42.1,0.6,23.9,1.5,92.8,41.4,0.5,3.7,0.1,45866,43769,4.3,3.7,9.7,9.3,89.9,72.3,Trump
2622,65,194,2,0.010309278350515538,0.3350515463917525,70.4,25.4,0.0,3.39,1.0,0.0,94.7,49.7,26.4,39.7,0.0,0.2,0.0,15211,568,0.0,0.0,25.9,0.0,99.8,5.3,Trump
2623,47,462,4,0.008658008658008698,0.1017316017316017,75.4,28.1,0.0,2.96,25.4,0.9,14.1,1.1,85.8,51.0,2.0,5.1,0.0,30543,647,0.5,0.0,4.8,8.6,91.5,83.8,Trump
2624,6524,27745,342,0.012326545323481763,0.2351414669309785,80.7,27.1,0.8,2.79,27.4,1.5,26.9,2.1,88.6,47.4,0.6,6.1,0.1,32988,51843,2.5,3.8,16.1,12.1,88.4,68.7,Trump
2625,284,2292,21,0.009162303664921545,0.1239092495636998,78.7,29.0,0.0,2.87,22.5,1.1,21.8,5.9,85.1,52.1,0.3,3.7,0.0,30099,4373,2.9,4.3,18.3,12.3,92.1,75.7,Trump
2626,8,159,0,0.0,0.050314465408805,70.5,10.5,0.0,4.02,20.9,0.0,32.9,1.3,79.7,40.0,0.0,1.3,0.0,26199,237,0.0,11.7,4.2,3.0,98.7,67.1,Trump
2627,446,1603,13,0.008109794135995108,0.2782283218964441,87.2,24.7,0.0,3.83,12.1,0.1,59.3,4.2,78.5,49.8,0.0,3.6,0.0,23934,3659,0.0,2.9,10.8,21.7,96.2,40.6,Trump
2628,5314,10944,126,0.011513157894736836,0.485562865497076,75.7,13.0,2.2,3.23,24.6,3.3,72.9,3.8,78.4,28.3,0.2,3.5,0.0,22646,30974,2.2,7.9,15.5,8.1,88.5,20.2,Trump
2629,265,1456,11,0.007554945054945028,0.1820054945054945,73.3,18.3,1.1,3.21,20.1,5.6,34.3,8.9,81.9,39.5,0.2,5.7,0.0,23146,3705,2.6,4.0,16.8,8.0,84.8,58.2,Trump
